image_path,plate_text
train/29A87180_1212_0.jpg,29A87180
train/29A87180_1212_1.jpg,29A87180
train/29A87180_1212_2.jpg,29A87180
train/29A87180_1212_3.jpg,29A87180
train/29A87180_1212_4.jpg,29A87180
train/29A87180_1212_5.jpg,29A87180
train/29A87180_1212_6.jpg,29A87180
train/29A87180_1212_7.jpg,29A87180
train/29A87180_1212_8.jpg,29A87180
train/29A87180_1212_9.jpg,29A87180
train/30A99279_1306_0.jpg,30A99279
train/30A99279_1306_1.jpg,30A99279
train/30A99279_1306_2.jpg,30A99279
train/30A99279_1306_3.jpg,30A99279
train/30A99279_1306_4.jpg,30A99279
train/30A99279_1306_5.jpg,30A99279
train/30A99279_1306_6.jpg,30A99279
train/30A99279_1306_7.jpg,30A99279
train/30A99279_1306_8.jpg,30A99279
train/30A99279_1306_9.jpg,30A99279
train/30E00090_0751_0.jpg,30E00090
train/30E00090_0751_1.jpg,30E00090
train/30E00090_0751_2.jpg,30E00090
train/30E00090_0751_3.jpg,30E00090
train/30E00090_0751_4.jpg,30E00090
train/30E00090_0751_5.jpg,30E00090
train/30E00090_0751_6.jpg,30E00090
train/30E00090_0751_7.jpg,30E00090
train/30E00090_0751_8.jpg,30E00090
train/30E00090_0751_9.jpg,30E00090
train/30E00090_0752_0.jpg,30E00090
train/30E00090_0752_1.jpg,30E00090
train/30E00090_0752_2.jpg,30E00090
train/30E00090_0752_3.jpg,30E00090
train/30E00090_0752_4.jpg,30E00090
train/30E00090_0752_5.jpg,30E00090
train/30E00090_0752_6.jpg,30E00090
train/30E00090_0752_7.jpg,30E00090
train/30E00090_0752_8.jpg,30E00090
train/30E00090_0752_9.jpg,30E00090
train/30E00090_0860_0.jpg,30E00090
train/30E00090_0860_1.jpg,30E00090
train/30E00090_0860_2.jpg,30E00090
train/30E00090_0860_3.jpg,30E00090
train/30E00090_0860_4.jpg,30E00090
train/30E00090_0860_5.jpg,30E00090
train/30E00090_0860_6.jpg,30E00090
train/30E00090_0860_7.jpg,30E00090
train/30E00090_0860_8.jpg,30E00090
train/30E00090_0860_9.jpg,30E00090
train/30E05207_1226_0.jpg,30E05207
train/30E05207_1226_1.jpg,30E05207
train/30E05207_1226_2.jpg,30E05207
train/30E05207_1226_3.jpg,30E05207
train/30E05207_1226_4.jpg,30E05207
train/30E05207_1226_5.jpg,30E05207
train/30E05207_1226_6.jpg,30E05207
train/30E05207_1226_7.jpg,30E05207
train/30E05207_1226_8.jpg,30E05207
train/30E05207_1226_9.jpg,30E05207
train/30E06618_1125_0.jpg,30E06618
train/30E06618_1125_1.jpg,30E06618
train/30E06618_1125_2.jpg,30E06618
train/30E06618_1125_3.jpg,30E06618
train/30E06618_1125_4.jpg,30E06618
train/30E06618_1125_5.jpg,30E06618
train/30E06618_1125_6.jpg,30E06618
train/30E06618_1125_7.jpg,30E06618
train/30E06618_1125_8.jpg,30E06618
train/30E06618_1125_9.jpg,30E06618
train/30E10328_1134_0.jpg,30E10328
train/30E10328_1134_1.jpg,30E10328
train/30E10328_1134_2.jpg,30E10328
train/30E10328_1134_3.jpg,30E10328
train/30E10328_1134_4.jpg,30E10328
train/30E10328_1134_5.jpg,30E10328
train/30E10328_1134_6.jpg,30E10328
train/30E10328_1134_7.jpg,30E10328
train/30E10328_1134_8.jpg,30E10328
train/30E10328_1134_9.jpg,30E10328
train/30E12176_1133_0.jpg,30E12176
train/30E12176_1133_1.jpg,30E12176
train/30E12176_1133_2.jpg,30E12176
train/30E12176_1133_3.jpg,30E12176
train/30E12176_1133_4.jpg,30E12176
train/30E12176_1133_5.jpg,30E12176
train/30E12176_1133_6.jpg,30E12176
train/30E12176_1133_7.jpg,30E12176
train/30E12176_1133_8.jpg,30E12176
train/30E12176_1133_9.jpg,30E12176
train/30E19752_1144_0.jpg,30E19752
train/30E19752_1144_1.jpg,30E19752
train/30E19752_1144_2.jpg,30E19752
train/30E19752_1144_3.jpg,30E19752
train/30E19752_1144_4.jpg,30E19752
train/30E19752_1144_5.jpg,30E19752
train/30E19752_1144_6.jpg,30E19752
train/30E19752_1144_7.jpg,30E19752
train/30E19752_1144_8.jpg,30E19752
train/30E19752_1144_9.jpg,30E19752
train/30E19752_1145_0.jpg,30E19752
train/30E19752_1145_1.jpg,30E19752
train/30E19752_1145_2.jpg,30E19752
train/30E19752_1145_3.jpg,30E19752
train/30E19752_1145_4.jpg,30E19752
train/30E19752_1145_5.jpg,30E19752
train/30E19752_1145_6.jpg,30E19752
train/30E19752_1145_7.jpg,30E19752
train/30E19752_1145_8.jpg,30E19752
train/30E19752_1145_9.jpg,30E19752
train/30E19752_1146_0.jpg,30E19752
train/30E19752_1146_1.jpg,30E19752
train/30E19752_1146_2.jpg,30E19752
train/30E19752_1146_3.jpg,30E19752
train/30E19752_1146_4.jpg,30E19752
train/30E19752_1146_5.jpg,30E19752
